VCD info: dumpfile sim/out/p1_top_tb.vcd opened for output.
t=77975000 instr=1 addr=0x0000035c wstrb=0x0 wdata=0x00000003 rdata=0x09c5a283 trap=0
t=77995000 instr=0 addr=0x00001198 wstrb=0xf wdata=0x0000000e rdata=0x00000000 trap=0
t=78025000 instr=1 addr=0x00000360 wstrb=0x0 wdata=0x0000000e rdata=0x18552e23 trap=0
t=78045000 instr=0 addr=0x0000069c wstrb=0x0 wdata=0x0000000e rdata=0x0000000f trap=0
t=78075000 instr=1 addr=0x00000364 wstrb=0x0 wdata=0x0000000e rdata=0x0a05a283 trap=0
t=78095000 instr=0 addr=0x0000119c wstrb=0xf wdata=0x0000000f rdata=0x00000000 trap=0
t=78125000 instr=1 addr=0x00000368 wstrb=0x0 wdata=0x0000000f rdata=0x1a552023 trap=0
t=78145000 instr=0 addr=0x000006a0 wstrb=0x0 wdata=0x0000000f rdata=0x0000000e trap=0
t=78175000 instr=1 addr=0x0000036c wstrb=0x0 wdata=0x0000000f rdata=0x0a45a283 trap=0
t=78195000 instr=0 addr=0x000011a0 wstrb=0xf wdata=0x0000000e rdata=0x00000000 trap=0
t=78225000 instr=1 addr=0x00000370 wstrb=0x0 wdata=0x0000000e rdata=0x1a552223 trap=0
t=78245000 instr=0 addr=0x000006a4 wstrb=0x0 wdata=0x0000000e rdata=0x00000006 trap=0
t=78275000 instr=1 addr=0x00000374 wstrb=0x0 wdata=0x0000000e rdata=0x0a85a283 trap=0
t=78295000 instr=0 addr=0x000011a4 wstrb=0xf wdata=0x00000006 rdata=0x00000000 trap=0
t=78325000 instr=1 addr=0x00000378 wstrb=0x0 wdata=0x00000006 rdata=0x1a552423 trap=0
t=78345000 instr=0 addr=0x000006a8 wstrb=0x0 wdata=0x00000006 rdata=0x00000001 trap=0
t=78375000 instr=1 addr=0x0000037c wstrb=0x0 wdata=0x00000006 rdata=0x0ac5a283 trap=0
t=78395000 instr=0 addr=0x000011a8 wstrb=0xf wdata=0x00000001 rdata=0x00000000 trap=0
t=78425000 instr=1 addr=0x00000380 wstrb=0x0 wdata=0x00000001 rdata=0x1a552623 trap=0
t=78445000 instr=0 addr=0x000006ac wstrb=0x0 wdata=0x00000001 rdata=0x00000009 trap=0
t=78475000 instr=1 addr=0x00000384 wstrb=0x0 wdata=0x00000001 rdata=0x0b05a283 trap=0
t=78495000 instr=0 addr=0x000011ac wstrb=0xf wdata=0x00000009 rdata=0x00000000 trap=0
t=78525000 instr=1 addr=0x00000388 wstrb=0x0 wdata=0x00000009 rdata=0x1a552823 trap=0
t=78545000 instr=0 addr=0x000006b0 wstrb=0x0 wdata=0x00000009 rdata=0x00000004 trap=0
t=78575000 instr=1 addr=0x0000038c wstrb=0x0 wdata=0x00000009 rdata=0x0b45a283 trap=0
t=78595000 instr=0 addr=0x000011b0 wstrb=0xf wdata=0x00000004 rdata=0x00000000 trap=0
t=78625000 instr=1 addr=0x00000390 wstrb=0x0 wdata=0x00000004 rdata=0x1a552a23 trap=0
t=78645000 instr=0 addr=0x000006b4 wstrb=0x0 wdata=0x00000004 rdata=0x00000008 trap=0
t=78675000 instr=1 addr=0x00000394 wstrb=0x0 wdata=0x00000004 rdata=0x0b85a283 trap=0
t=78695000 instr=0 addr=0x000011b4 wstrb=0xf wdata=0x00000008 rdata=0x00000000 trap=0
t=78725000 instr=1 addr=0x00000398 wstrb=0x0 wdata=0x00000008 rdata=0x1a552c23 trap=0
t=78745000 instr=0 addr=0x000006b8 wstrb=0x0 wdata=0x00000008 rdata=0x00000006 trap=0
t=78775000 instr=1 addr=0x0000039c wstrb=0x0 wdata=0x00000008 rdata=0x0bc5a283 trap=0
t=78795000 instr=0 addr=0x000011b8 wstrb=0xf wdata=0x00000006 rdata=0x00000000 trap=0
t=78825000 instr=1 addr=0x000003a0 wstrb=0x0 wdata=0x00000006 rdata=0x1a552e23 trap=0
t=78845000 instr=0 addr=0x000006bc wstrb=0x0 wdata=0x00000006 rdata=0x0000000c trap=0
t=78875000 instr=1 addr=0x000003a4 wstrb=0x0 wdata=0x00000006 rdata=0x0c05a283 trap=0
t=78895000 instr=0 addr=0x000011bc wstrb=0xf wdata=0x0000000c rdata=0x00000000 trap=0
t=78925000 instr=1 addr=0x000003a8 wstrb=0x0 wdata=0x0000000c rdata=0x1c552023 trap=0
t=78945000 instr=0 addr=0x000006c0 wstrb=0x0 wdata=0x0000000c rdata=0x00000003 trap=0
t=78975000 instr=1 addr=0x000003ac wstrb=0x0 wdata=0x0000000c rdata=0x0c45a283 trap=0
t=78995000 instr=0 addr=0x000011c0 wstrb=0xf wdata=0x00000003 rdata=0x00000000 trap=0
t=79025000 instr=1 addr=0x000003b0 wstrb=0x0 wdata=0x00000003 rdata=0x1c552223 trap=0
t=79045000 instr=0 addr=0x000006c4 wstrb=0x0 wdata=0x00000003 rdata=0x00000003 trap=0
t=79075000 instr=1 addr=0x000003b4 wstrb=0x0 wdata=0x00000003 rdata=0x0c85a283 trap=0
t=79095000 instr=0 addr=0x000011c4 wstrb=0xf wdata=0x00000003 rdata=0x00000000 trap=0
t=79125000 instr=1 addr=0x000003b8 wstrb=0x0 wdata=0x00000003 rdata=0x1c552423 trap=0
t=79145000 instr=0 addr=0x000006c8 wstrb=0x0 wdata=0x00000003 rdata=0x00000010 trap=0
t=79175000 instr=1 addr=0x000003bc wstrb=0x0 wdata=0x00000003 rdata=0x0cc5a283 trap=0
t=79195000 instr=0 addr=0x000011c8 wstrb=0xf wdata=0x00000010 rdata=0x00000000 trap=0
t=79225000 instr=1 addr=0x000003c0 wstrb=0x0 wdata=0x00000010 rdata=0x1c552623 trap=0
t=79245000 instr=0 addr=0x000006cc wstrb=0x0 wdata=0x00000010 rdata=0x0000000a trap=0
t=79275000 instr=1 addr=0x000003c4 wstrb=0x0 wdata=0x00000010 rdata=0x0d05a283 trap=0
t=79295000 instr=0 addr=0x000011cc wstrb=0xf wdata=0x0000000a rdata=0x00000000 trap=0
t=79325000 instr=1 addr=0x000003c8 wstrb=0x0 wdata=0x0000000a rdata=0x1c552823 trap=0
t=79345000 instr=0 addr=0x000006d0 wstrb=0x0 wdata=0x0000000a rdata=0x00000002 trap=0
t=79375000 instr=1 addr=0x000003cc wstrb=0x0 wdata=0x0000000a rdata=0x0d45a283 trap=0
t=79395000 instr=0 addr=0x000011d0 wstrb=0xf wdata=0x00000002 rdata=0x00000000 trap=0
t=79425000 instr=1 addr=0x000003d0 wstrb=0x0 wdata=0x00000002 rdata=0x1c552a23 trap=0
t=79445000 instr=0 addr=0x000006d4 wstrb=0x0 wdata=0x00000002 rdata=0x0000000a trap=0
t=79475000 instr=1 addr=0x000003d4 wstrb=0x0 wdata=0x00000002 rdata=0x0d85a283 trap=0
t=79495000 instr=0 addr=0x000011d4 wstrb=0xf wdata=0x0000000a rdata=0x00000000 trap=0
t=79525000 instr=1 addr=0x000003d8 wstrb=0x0 wdata=0x0000000a rdata=0x1c552c23 trap=0
t=79545000 instr=0 addr=0x000006d8 wstrb=0x0 wdata=0x0000000a rdata=0x00000010 trap=0
t=79575000 instr=1 addr=0x000003dc wstrb=0x0 wdata=0x0000000a rdata=0x0dc5a283 trap=0
t=79595000 instr=0 addr=0x000011d8 wstrb=0xf wdata=0x00000010 rdata=0x00000000 trap=0
t=79625000 instr=1 addr=0x000003e0 wstrb=0x0 wdata=0x00000010 rdata=0x1c552e23 trap=0
t=79645000 instr=0 addr=0x000006dc wstrb=0x0 wdata=0x00000010 rdata=0x0000000b trap=0
t=79675000 instr=1 addr=0x000003e4 wstrb=0x0 wdata=0x00000010 rdata=0x0e05a283 trap=0
t=79695000 instr=0 addr=0x000011dc wstrb=0xf wdata=0x0000000b rdata=0x00000000 trap=0
t=79725000 instr=1 addr=0x000003e8 wstrb=0x0 wdata=0x0000000b rdata=0x1e552023 trap=0
t=79745000 instr=0 addr=0x000006e0 wstrb=0x0 wdata=0x0000000b rdata=0x00000007 trap=0
t=79775000 instr=1 addr=0x000003ec wstrb=0x0 wdata=0x0000000b rdata=0x0e45a283 trap=0
t=79795000 instr=0 addr=0x000011e0 wstrb=0xf wdata=0x00000007 rdata=0x00000000 trap=0
t=79825000 instr=1 addr=0x000003f0 wstrb=0x0 wdata=0x00000007 rdata=0x1e552223 trap=0
t=79845000 instr=0 addr=0x000006e4 wstrb=0x0 wdata=0x00000007 rdata=0x00000010 trap=0
t=79875000 instr=1 addr=0x000003f4 wstrb=0x0 wdata=0x00000007 rdata=0x0e85a283 trap=0
t=79895000 instr=0 addr=0x000011e4 wstrb=0xf wdata=0x00000010 rdata=0x00000000 trap=0
t=79925000 instr=1 addr=0x000003f8 wstrb=0x0 wdata=0x00000010 rdata=0x1e552423 trap=0
t=79945000 instr=0 addr=0x000006e8 wstrb=0x0 wdata=0x00000010 rdata=0x0000000f trap=0
t=79975000 instr=1 addr=0x000003fc wstrb=0x0 wdata=0x00000010 rdata=0x0ec5a283 trap=0
t=79995000 instr=0 addr=0x000011e8 wstrb=0xf wdata=0x0000000f rdata=0x00000000 trap=0
t=80025000 instr=1 addr=0x00000400 wstrb=0x0 wdata=0x0000000f rdata=0x1e552623 trap=0
t=80045000 instr=0 addr=0x000006ec wstrb=0x0 wdata=0x0000000f rdata=0x00000008 trap=0
t=80075000 instr=1 addr=0x00000404 wstrb=0x0 wdata=0x0000000f rdata=0x0f05a283 trap=0
t=80095000 instr=0 addr=0x000011ec wstrb=0xf wdata=0x00000008 rdata=0x00000000 trap=0
t=80125000 instr=1 addr=0x00000408 wstrb=0x0 wdata=0x00000008 rdata=0x1e552823 trap=0
t=80145000 instr=0 addr=0x000006f0 wstrb=0x0 wdata=0x00000008 rdata=0x00000006 trap=0
t=80175000 instr=1 addr=0x0000040c wstrb=0x0 wdata=0x00000008 rdata=0x0f45a283 trap=0
t=80195000 instr=0 addr=0x000011f0 wstrb=0xf wdata=0x00000006 rdata=0x00000000 trap=0
t=80225000 instr=1 addr=0x00000410 wstrb=0x0 wdata=0x00000006 rdata=0x1e552a23 trap=0
t=80245000 instr=0 addr=0x000006f4 wstrb=0x0 wdata=0x00000006 rdata=0x00000005 trap=0
t=80275000 instr=1 addr=0x00000414 wstrb=0x0 wdata=0x00000006 rdata=0x0f85a283 trap=0
t=80295000 instr=0 addr=0x000011f4 wstrb=0xf wdata=0x00000005 rdata=0x00000000 trap=0
t=80325000 instr=1 addr=0x00000418 wstrb=0x0 wdata=0x00000005 rdata=0x1e552c23 trap=0
t=80345000 instr=0 addr=0x000006f8 wstrb=0x0 wdata=0x00000005 rdata=0x00000003 trap=0
t=80375000 instr=1 addr=0x0000041c wstrb=0x0 wdata=0x00000005 rdata=0x0fc5a283 trap=0
t=80395000 instr=0 addr=0x000011f8 wstrb=0xf wdata=0x00000003 rdata=0x00000000 trap=0
t=80425000 instr=1 addr=0x00000420 wstrb=0x0 wdata=0x00000003 rdata=0x1e552e23 trap=0
t=80445000 instr=0 addr=0x000006fc wstrb=0x0 wdata=0x00000003 rdata=0x00000003 trap=0
t=80475000 instr=1 addr=0x00000424 wstrb=0x0 wdata=0x00000003 rdata=0x05500293 trap=0
t=80495000 instr=0 addr=0x000011fc wstrb=0xf wdata=0x00000003 rdata=0x00000000 trap=0
t=80525000 instr=1 addr=0x00000428 wstrb=0x0 wdata=0x00000003 rdata=0x30552023 trap=0
t=80555000 instr=1 addr=0x0000042c wstrb=0x0 wdata=0x00000003 rdata=0x0200030b trap=0
t=80575000 instr=0 addr=0x00001300 wstrb=0xf wdata=0x00000055 rdata=0x00000000 trap=0
t=80605000 instr=1 addr=0x00000430 wstrb=0x0 wdata=0x00000055 rdata=0x20000793 trap=0
VMAC done: final c00=0x000002e1
t=80695000 instr=1 addr=0x00000434 wstrb=0x0 wdata=0x00000055 rdata=0x0057a023 trap=0
t=80725000 instr=1 addr=0x00000438 wstrb=0x0 wdata=0x00000055 rdata=0x0000006f trap=0
t=80745000 instr=0 addr=0x00000200 wstrb=0xf wdata=0x00000055 rdata=0x0f05a283 trap=0
PASS: trial 5 validated randomized 8x8 matrix
t=80825000 instr=1 addr=0x00000000 wstrb=0x0 wdata=0x00000055 rdata=0x00001537 trap=0
t=80855000 instr=1 addr=0x00000004 wstrb=0x0 wdata=0x00000055 rdata=0x50000593 trap=0
t=80885000 instr=1 addr=0x00000008 wstrb=0x0 wdata=0x00000055 rdata=0x00800613 trap=0
t=80915000 instr=1 addr=0x0000000c wstrb=0x0 wdata=0x00000055 rdata=0x00800693 trap=0
t=80945000 instr=1 addr=0x00000010 wstrb=0x0 wdata=0x00000055 rdata=0x00800713 trap=0
t=80975000 instr=1 addr=0x00000014 wstrb=0x0 wdata=0x00000055 rdata=0x10c52023 trap=0
t=81005000 instr=1 addr=0x00000018 wstrb=0x0 wdata=0x00000055 rdata=0x10d52223 trap=0
t=81025000 instr=0 addr=0x00001100 wstrb=0xf wdata=0x00000008 rdata=0x00000000 trap=0
t=81055000 instr=1 addr=0x0000001c wstrb=0x0 wdata=0x00000008 rdata=0x10e52423 trap=0
t=81075000 instr=0 addr=0x00001104 wstrb=0xf wdata=0x00000008 rdata=0x00000000 trap=0
t=81105000 instr=1 addr=0x00000020 wstrb=0x0 wdata=0x00000008 rdata=0x0005a283 trap=0
t=81125000 instr=0 addr=0x00001108 wstrb=0xf wdata=0x00000008 rdata=0x00000000 trap=0
t=81155000 instr=1 addr=0x00000024 wstrb=0x0 wdata=0x00000008 rdata=0x00552023 trap=0
t=81175000 instr=0 addr=0x00000500 wstrb=0x0 wdata=0x00000008 rdata=0x00000001 trap=0
t=81205000 instr=1 addr=0x00000028 wstrb=0x0 wdata=0x00000008 rdata=0x0045a283 trap=0
t=81225000 instr=0 addr=0x00001000 wstrb=0xf wdata=0x00000001 rdata=0x00000000 trap=0
t=81255000 instr=1 addr=0x0000002c wstrb=0x0 wdata=0x00000001 rdata=0x00552223 trap=0
t=81275000 instr=0 addr=0x00000504 wstrb=0x0 wdata=0x00000001 rdata=0x0000000d trap=0
t=81305000 instr=1 addr=0x00000030 wstrb=0x0 wdata=0x00000001 rdata=0x0085a283 trap=0
t=81325000 instr=0 addr=0x00001004 wstrb=0xf wdata=0x0000000d rdata=0x00000000 trap=0
t=81355000 instr=1 addr=0x00000034 wstrb=0x0 wdata=0x0000000d rdata=0x00552423 trap=0
t=81375000 instr=0 addr=0x00000508 wstrb=0x0 wdata=0x0000000d rdata=0x00000006 trap=0
t=81405000 instr=1 addr=0x00000038 wstrb=0x0 wdata=0x0000000d rdata=0x00c5a283 trap=0
t=81425000 instr=0 addr=0x00001008 wstrb=0xf wdata=0x00000006 rdata=0x00000000 trap=0
t=81455000 instr=1 addr=0x0000003c wstrb=0x0 wdata=0x00000006 rdata=0x00552623 trap=0
t=81475000 instr=0 addr=0x0000050c wstrb=0x0 wdata=0x00000006 rdata=0x00000003 trap=0
t=81505000 instr=1 addr=0x00000040 wstrb=0x0 wdata=0x00000006 rdata=0x0105a283 trap=0
t=81525000 instr=0 addr=0x0000100c wstrb=0xf wdata=0x00000003 rdata=0x00000000 trap=0
t=81555000 instr=1 addr=0x00000044 wstrb=0x0 wdata=0x00000003 rdata=0x00552823 trap=0
t=81575000 instr=0 addr=0x00000510 wstrb=0x0 wdata=0x00000003 rdata=0x0000000c trap=0
t=81605000 instr=1 addr=0x00000048 wstrb=0x0 wdata=0x00000003 rdata=0x0145a283 trap=0
t=81625000 instr=0 addr=0x00001010 wstrb=0xf wdata=0x0000000c rdata=0x00000000 trap=0
t=81655000 instr=1 addr=0x0000004c wstrb=0x0 wdata=0x0000000c rdata=0x00552a23 trap=0
t=81675000 instr=0 addr=0x00000514 wstrb=0x0 wdata=0x0000000c rdata=0x00000006 trap=0
t=81705000 instr=1 addr=0x00000050 wstrb=0x0 wdata=0x0000000c rdata=0x0185a283 trap=0
t=81725000 instr=0 addr=0x00001014 wstrb=0xf wdata=0x00000006 rdata=0x00000000 trap=0
t=81755000 instr=1 addr=0x00000054 wstrb=0x0 wdata=0x00000006 rdata=0x00552c23 trap=0
t=81775000 instr=0 addr=0x00000518 wstrb=0x0 wdata=0x00000006 rdata=0x00000008 trap=0
t=81805000 instr=1 addr=0x00000058 wstrb=0x0 wdata=0x00000006 rdata=0x01c5a283 trap=0
t=81825000 instr=0 addr=0x00001018 wstrb=0xf wdata=0x00000008 rdata=0x00000000 trap=0
t=81855000 instr=1 addr=0x0000005c wstrb=0x0 wdata=0x00000008 rdata=0x00552e23 trap=0
t=81875000 instr=0 addr=0x0000051c wstrb=0x0 wdata=0x00000008 rdata=0x00000009 trap=0
t=81905000 instr=1 addr=0x00000060 wstrb=0x0 wdata=0x00000008 rdata=0x0205a283 trap=0
t=81925000 instr=0 addr=0x0000101c wstrb=0xf wdata=0x00000009 rdata=0x00000000 trap=0
t=81955000 instr=1 addr=0x00000064 wstrb=0x0 wdata=0x00000009 rdata=0x02552023 trap=0
t=81975000 instr=0 addr=0x00000520 wstrb=0x0 wdata=0x00000009 rdata=0x00000009 trap=0
t=82005000 instr=1 addr=0x00000068 wstrb=0x0 wdata=0x00000009 rdata=0x0245a283 trap=0
t=82025000 instr=0 addr=0x00001020 wstrb=0xf wdata=0x00000009 rdata=0x00000000 trap=0
t=82055000 instr=1 addr=0x0000006c wstrb=0x0 wdata=0x00000009 rdata=0x02552223 trap=0
t=82075000 instr=0 addr=0x00000524 wstrb=0x0 wdata=0x00000009 rdata=0x00000008 trap=0
t=82105000 instr=1 addr=0x00000070 wstrb=0x0 wdata=0x00000009 rdata=0x0285a283 trap=0
t=82125000 instr=0 addr=0x00001024 wstrb=0xf wdata=0x00000008 rdata=0x00000000 trap=0
t=82155000 instr=1 addr=0x00000074 wstrb=0x0 wdata=0x00000008 rdata=0x02552423 trap=0
t=82175000 instr=0 addr=0x00000528 wstrb=0x0 wdata=0x00000008 rdata=0x00000005 trap=0
t=82205000 instr=1 addr=0x00000078 wstrb=0x0 wdata=0x00000008 rdata=0x02c5a283 trap=0
t=82225000 instr=0 addr=0x00001028 wstrb=0xf wdata=0x00000005 rdata=0x00000000 trap=0
t=82255000 instr=1 addr=0x0000007c wstrb=0x0 wdata=0x00000005 rdata=0x02552623 trap=0
t=82275000 instr=0 addr=0x0000052c wstrb=0x0 wdata=0x00000005 rdata=0x0000000c trap=0
t=82305000 instr=1 addr=0x00000080 wstrb=0x0 wdata=0x00000005 rdata=0x0305a283 trap=0
t=82325000 instr=0 addr=0x0000102c wstrb=0xf wdata=0x0000000c rdata=0x00000000 trap=0
t=82355000 instr=1 addr=0x00000084 wstrb=0x0 wdata=0x0000000c rdata=0x02552823 trap=0
t=82375000 instr=0 addr=0x00000530 wstrb=0x0 wdata=0x0000000c rdata=0x00000005 trap=0
t=82405000 instr=1 addr=0x00000088 wstrb=0x0 wdata=0x0000000c rdata=0x0345a283 trap=0
t=82425000 instr=0 addr=0x00001030 wstrb=0xf wdata=0x00000005 rdata=0x00000000 trap=0
t=82455000 instr=1 addr=0x0000008c wstrb=0x0 wdata=0x00000005 rdata=0x02552a23 trap=0
t=82475000 instr=0 addr=0x00000534 wstrb=0x0 wdata=0x00000005 rdata=0x0000000b trap=0
t=82505000 instr=1 addr=0x00000090 wstrb=0x0 wdata=0x00000005 rdata=0x0385a283 trap=0
t=82525000 instr=0 addr=0x00001034 wstrb=0xf wdata=0x0000000b rdata=0x00000000 trap=0
t=82555000 instr=1 addr=0x00000094 wstrb=0x0 wdata=0x0000000b rdata=0x02552c23 trap=0
t=82575000 instr=0 addr=0x00000538 wstrb=0x0 wdata=0x0000000b rdata=0x00000007 trap=0
t=82605000 instr=1 addr=0x00000098 wstrb=0x0 wdata=0x0000000b rdata=0x03c5a283 trap=0
t=82625000 instr=0 addr=0x00001038 wstrb=0xf wdata=0x00000007 rdata=0x00000000 trap=0
t=82655000 instr=1 addr=0x0000009c wstrb=0x0 wdata=0x00000007 rdata=0x02552e23 trap=0
t=82675000 instr=0 addr=0x0000053c wstrb=0x0 wdata=0x00000007 rdata=0x00000003 trap=0
t=82705000 instr=1 addr=0x000000a0 wstrb=0x0 wdata=0x00000007 rdata=0x0405a283 trap=0
t=82725000 instr=0 addr=0x0000103c wstrb=0xf wdata=0x00000003 rdata=0x00000000 trap=0
t=82755000 instr=1 addr=0x000000a4 wstrb=0x0 wdata=0x00000003 rdata=0x04552023 trap=0
t=82775000 instr=0 addr=0x00000540 wstrb=0x0 wdata=0x00000003 rdata=0x00000008 trap=0
t=82805000 instr=1 addr=0x000000a8 wstrb=0x0 wdata=0x00000003 rdata=0x0445a283 trap=0
t=82825000 instr=0 addr=0x00001040 wstrb=0xf wdata=0x00000008 rdata=0x00000000 trap=0
t=82855000 instr=1 addr=0x000000ac wstrb=0x0 wdata=0x00000008 rdata=0x04552223 trap=0
t=82875000 instr=0 addr=0x00000544 wstrb=0x0 wdata=0x00000008 rdata=0x0000000b trap=0
t=82905000 instr=1 addr=0x000000b0 wstrb=0x0 wdata=0x00000008 rdata=0x0485a283 trap=0
t=82925000 instr=0 addr=0x00001044 wstrb=0xf wdata=0x0000000b rdata=0x00000000 trap=0
t=82955000 instr=1 addr=0x000000b4 wstrb=0x0 wdata=0x0000000b rdata=0x04552423 trap=0
t=82975000 instr=0 addr=0x00000548 wstrb=0x0 wdata=0x0000000b rdata=0x00000002 trap=0
t=83005000 instr=1 addr=0x000000b8 wstrb=0x0 wdata=0x0000000b rdata=0x04c5a283 trap=0
t=83025000 instr=0 addr=0x00001048 wstrb=0xf wdata=0x00000002 rdata=0x00000000 trap=0
t=83055000 instr=1 addr=0x000000bc wstrb=0x0 wdata=0x00000002 rdata=0x04552623 trap=0
t=83075000 instr=0 addr=0x0000054c wstrb=0x0 wdata=0x00000002 rdata=0x00000004 trap=0
t=83105000 instr=1 addr=0x000000c0 wstrb=0x0 wdata=0x00000002 rdata=0x0505a283 trap=0
t=83125000 instr=0 addr=0x0000104c wstrb=0xf wdata=0x00000004 rdata=0x00000000 trap=0
t=83155000 instr=1 addr=0x000000c4 wstrb=0x0 wdata=0x00000004 rdata=0x04552823 trap=0
t=83175000 instr=0 addr=0x00000550 wstrb=0x0 wdata=0x00000004 rdata=0x0000000a trap=0
t=83205000 instr=1 addr=0x000000c8 wstrb=0x0 wdata=0x00000004 rdata=0x0545a283 trap=0
t=83225000 instr=0 addr=0x00001050 wstrb=0xf wdata=0x0000000a rdata=0x00000000 trap=0
t=83255000 instr=1 addr=0x000000cc wstrb=0x0 wdata=0x0000000a rdata=0x04552a23 trap=0
t=83275000 instr=0 addr=0x00000554 wstrb=0x0 wdata=0x0000000a rdata=0x00000002 trap=0
t=83305000 instr=1 addr=0x000000d0 wstrb=0x0 wdata=0x0000000a rdata=0x0585a283 trap=0
t=83325000 instr=0 addr=0x00001054 wstrb=0xf wdata=0x00000002 rdata=0x00000000 trap=0
t=83355000 instr=1 addr=0x000000d4 wstrb=0x0 wdata=0x00000002 rdata=0x04552c23 trap=0
t=83375000 instr=0 addr=0x00000558 wstrb=0x0 wdata=0x00000002 rdata=0x0000000f trap=0
t=83405000 instr=1 addr=0x000000d8 wstrb=0x0 wdata=0x00000002 rdata=0x05c5a283 trap=0
t=83425000 instr=0 addr=0x00001058 wstrb=0xf wdata=0x0000000f rdata=0x00000000 trap=0
t=83455000 instr=1 addr=0x000000dc wstrb=0x0 wdata=0x0000000f rdata=0x04552e23 trap=0
t=83475000 instr=0 addr=0x0000055c wstrb=0x0 wdata=0x0000000f rdata=0x00000009 trap=0
t=83505000 instr=1 addr=0x000000e0 wstrb=0x0 wdata=0x0000000f rdata=0x0605a283 trap=0
t=83525000 instr=0 addr=0x0000105c wstrb=0xf wdata=0x00000009 rdata=0x00000000 trap=0
t=83555000 instr=1 addr=0x000000e4 wstrb=0x0 wdata=0x00000009 rdata=0x06552023 trap=0
t=83575000 instr=0 addr=0x00000560 wstrb=0x0 wdata=0x00000009 rdata=0x00000002 trap=0
t=83605000 instr=1 addr=0x000000e8 wstrb=0x0 wdata=0x00000009 rdata=0x0645a283 trap=0
t=83625000 instr=0 addr=0x00001060 wstrb=0xf wdata=0x00000002 rdata=0x00000000 trap=0
t=83655000 instr=1 addr=0x000000ec wstrb=0x0 wdata=0x00000002 rdata=0x06552223 trap=0
t=83675000 instr=0 addr=0x00000564 wstrb=0x0 wdata=0x00000002 rdata=0x00000010 trap=0
t=83705000 instr=1 addr=0x000000f0 wstrb=0x0 wdata=0x00000002 rdata=0x0685a283 trap=0
t=83725000 instr=0 addr=0x00001064 wstrb=0xf wdata=0x00000010 rdata=0x00000000 trap=0
t=83755000 instr=1 addr=0x000000f4 wstrb=0x0 wdata=0x00000010 rdata=0x06552423 trap=0
t=83775000 instr=0 addr=0x00000568 wstrb=0x0 wdata=0x00000010 rdata=0x00000003 trap=0
t=83805000 instr=1 addr=0x000000f8 wstrb=0x0 wdata=0x00000010 rdata=0x06c5a283 trap=0
t=83825000 instr=0 addr=0x00001068 wstrb=0xf wdata=0x00000003 rdata=0x00000000 trap=0
t=83855000 instr=1 addr=0x000000fc wstrb=0x0 wdata=0x00000003 rdata=0x06552623 trap=0
t=83875000 instr=0 addr=0x0000056c wstrb=0x0 wdata=0x00000003 rdata=0x0000000f trap=0
t=83905000 instr=1 addr=0x00000100 wstrb=0x0 wdata=0x00000003 rdata=0x0705a283 trap=0
t=83925000 instr=0 addr=0x0000106c wstrb=0xf wdata=0x0000000f rdata=0x00000000 trap=0
t=83955000 instr=1 addr=0x00000104 wstrb=0x0 wdata=0x0000000f rdata=0x06552823 trap=0
t=83975000 instr=0 addr=0x00000570 wstrb=0x0 wdata=0x0000000f rdata=0x0000000a trap=0
t=84005000 instr=1 addr=0x00000108 wstrb=0x0 wdata=0x0000000f rdata=0x0745a283 trap=0
t=84025000 instr=0 addr=0x00001070 wstrb=0xf wdata=0x0000000a rdata=0x00000000 trap=0
t=84055000 instr=1 addr=0x0000010c wstrb=0x0 wdata=0x0000000a rdata=0x06552a23 trap=0
t=84075000 instr=0 addr=0x00000574 wstrb=0x0 wdata=0x0000000a rdata=0x00000007 trap=0
t=84105000 instr=1 addr=0x00000110 wstrb=0x0 wdata=0x0000000a rdata=0x0785a283 trap=0
t=84125000 instr=0 addr=0x00001074 wstrb=0xf wdata=0x00000007 rdata=0x00000000 trap=0
t=84155000 instr=1 addr=0x00000114 wstrb=0x0 wdata=0x00000007 rdata=0x06552c23 trap=0
t=84175000 instr=0 addr=0x00000578 wstrb=0x0 wdata=0x00000007 rdata=0x00000003 trap=0
t=84205000 instr=1 addr=0x00000118 wstrb=0x0 wdata=0x00000007 rdata=0x07c5a283 trap=0
t=84225000 instr=0 addr=0x00001078 wstrb=0xf wdata=0x00000003 rdata=0x00000000 trap=0
t=84255000 instr=1 addr=0x0000011c wstrb=0x0 wdata=0x00000003 rdata=0x06552e23 trap=0
t=84275000 instr=0 addr=0x0000057c wstrb=0x0 wdata=0x00000003 rdata=0x00000006 trap=0
t=84305000 instr=1 addr=0x00000120 wstrb=0x0 wdata=0x00000003 rdata=0x0805a283 trap=0
t=84325000 instr=0 addr=0x0000107c wstrb=0xf wdata=0x00000006 rdata=0x00000000 trap=0
t=84355000 instr=1 addr=0x00000124 wstrb=0x0 wdata=0x00000006 rdata=0x08552023 trap=0
t=84375000 instr=0 addr=0x00000580 wstrb=0x0 wdata=0x00000006 rdata=0x00000005 trap=0
t=84405000 instr=1 addr=0x00000128 wstrb=0x0 wdata=0x00000006 rdata=0x0845a283 trap=0
t=84425000 instr=0 addr=0x00001080 wstrb=0xf wdata=0x00000005 rdata=0x00000000 trap=0
t=84455000 instr=1 addr=0x0000012c wstrb=0x0 wdata=0x00000005 rdata=0x08552223 trap=0
t=84475000 instr=0 addr=0x00000584 wstrb=0x0 wdata=0x00000005 rdata=0x00000002 trap=0
